Source;Process Name;#;Sentence,Class
MadeHow;Beeper;24;The After programming the pager crystal and filter frequencies are tuned at a manual tuning station,Relevant
MadeHow;Beeper;25;This ensures the pager will receive the exact radio frequency assigned to it and prevents reception of messages intended for other pagers on other frequencies,Relevant
MadeHow;Beeper;26;Sometimes this process is done automatically,Irrelevant
MadeHow;Beeper;27;In the final assembly station the back I cover is secured onto the decoder board a battery is inserted and the pager is turned on,Relevant
MadeHow;Beeper;28;After passing a radio frequency test and a final visual inspection the pager is packed and sent to the customer,Relevant
MadeHow;Beer;1;Fully ripened barley grains are steeped or soaked in cold water until they are fully saturated,Relevant
MadeHow;Beer;2;The water is changed once a day and after 4572 hours the grains are placed in shallow tanks,Relevant
MadeHow;Beer;3;The grain is aerated and stirred which causes it to germinate releasing enzymes such as malt diastase,Relevant
MadeHow;Beer;4;Malt diastase converts the starches contained in the grain to sugar for fermentation,Relevant
MadeHow;Beer;5;As soon as the germination is adequately complete usually six days the grain is roasted to stop the germination process,Relevant
MadeHow;Beer;6;The exact point at which the roasting starts and ends affects the flavor and color of the beer,Relevant
MadeHow;Beer;7;The product at this point is referred to as malt,Relevant
MadeHow;Beer;8;The automatic canning machinery dwarfs the workers in this 1970s brewery canning room,Irrelevant
MadeHow;Beer;9;(From the collections of Henry Ford Museum Greenfield Village),Irrelevant
MadeHow;Beer;10;The automatic canning machinery dwarfs the workers in this 1970s brewery canning room,Irrelevant
MadeHow;Beer;11;The malt is crushed using iron rollers and transferred to the mash tank (or tun),Irrelevant
MadeHow;Beer;12;This tank is a large copper or stainless steel vessel that mixes the malt with warm water until it is of porridgelike consistency,Irrelevant
MadeHow;Beer;13;This mixture is called mash,Irrelevant
MadeHow;Beer;14;After mixing with similarly prepared cereal grains the temperature of the mash is raised incrementally from 100170°F (3877°C) so that the enzymes react,Relevant
MadeHow;Beer;15;The enzymes break down the starch in the grain and convert it to simple sugars,Relevant
MadeHow;Beer;16;Later the yeast will convert the sugars into alcohol,Relevant
MadeHow;Beer;17;Once complete the mash is allowed to sit undisturbed so the solids can descend to the bottom of the tank,Relevant
MadeHow;Beer;18;Beer requires these ingredients for proper brewing prepared cereal grain (usually barley and corn or rice) hops pure water and brewers yeast,Irrelevant
MadeHow;Beer;19;Each ingredient can affect flavor color carbonation alcohol content and other subtle changes in the beer,Irrelevant
MadeHow;Beer;20;The liquid contained in the mash is transferred into another tank called a lauter tun,Relevant
MadeHow;Beer;21;This is accomplished by drawing the liquid out through the bottom layer of mash solids which acts as a filter,Relevant
MadeHow;Beer;22;Hot water is added to the top of the mash tank to rinse the remaining liquid now called wort from the mash,Relevant
MadeHow;Beer;23;The solid remains of the grain are dried and sold by the brewery as animal feed,Relevant
MadeHow;Beer;24;The wort travels on to the brew kettles where it is boiled to sterilize it and where the carefully prepared hops are added,Relevant
MadeHow;Beer;25;The addition of the hops is important because they contribute to the bitterness of the beer,Irrelevant
MadeHow;Beer;26;The brew kettles are the most impressive equipment in the process,Irrelevant
MadeHow;Beer;27;Gleaming copper they can be 712 feet (236 m) in diameter and two stories high,Irrelevant
MadeHow;Beer;29;Steam usually provides the heating energy to the brew kettles,Irrelevant
MadeHow;Beer;30;After brewing is complete the finished wort is filtered again and pumped to the fermentation tanks,Relevant
MadeHow;Beer;31;In the fermentation tanks the atmosphere must be carefully controlled to prevent any rouge bacteria from interfering with the yeast,Irrelevant
MadeHow;Beer;32;Carefully maintained yeast (approximately one pound per barrel of wort) is added to the wort and the temperature of the mixture is slowly reduced over a period of days to between 50°F and 60°F (1015°C),Irrelevant
MadeHow;Beer;33;In this temperature range the yeast grows consuming the sugar in the wort and bubbles of carbon dioxide form,Irrelevant
MadeHow;Beer;34;The wort has now become beer,Irrelevant
MadeHow;Beer;35;The new beer is filtered and transferred once more into the aging casks where the temperature is controlled at 33°F (°C) for 224 weeks,Relevant
MadeHow;Beer;36;The shorter storage time produces a pale lager beer while the European lagers (called BeerPilsner) are aged longer to increase the alcohol content,Irrelevant
MadeHow;Beer;37;After aging the beer can be pasteurized to kill the remaining yeast and prevent further alcohol production,Relevant
MadeHow;Beer;38;This is accomplished by heating the beer above 135°F (57°C),Relevant
MadeHow;Beer;39;This process named after Louis Pasteur is widely known for preserving milk,Irrelevant
MadeHow;Beer;40;Interestingly Pasteur originally developed this process to preserve beer in the 1860s,Irrelevant
MadeHow;Beer;41;Pasteurization however is not used in the production of genuine draft beers,Irrelevant
MadeHow;Beer;42;These beers are also known as ice beers since they must be kept refrigerated to preserve their flavor and slow the remaining yeast activity,Irrelevant
MadeHow;Beer;43;Many consider the draft beers best in aroma as well as taste,Irrelevant
MadeHow;Beer;44;Whether packaged into cans bottles or kegs the beer is always moved gently through the maze of piping in the bottling area,Irrelevant
MadeHow;Beer;45;This is to preserve the natural carbonation,Irrelevant
MadeHow;Beer;46;During bottling additional carbon dioxide gas from the fermentation kettles is used to improve the aroma of the beer,Relevant
MadeHow;Beer;47;Highspeed packaging lines can process thousands of cases of beer per day and with modern computerized control the inventory can be tracked throughout the distribution network,Irrelevant
MadeHow;Beer;48;Most beer is delivered from local distributors who have purchasing contracts with the major breweries,Irrelevant
MadeHow;Beer;49;Most beer is available in the following package sizes pony cans and bottles of about 8 fluid ounces standard 12ounce cans and bottles 16 and 32ounce jumbo cans 40ounce picnic bottles 8gallon pony kegs and the standard 16gallon beer keg,Irrelevant
MadeHow;Beer;50;Other novelty and party packages are also available,Irrelevant
MadeHow;Beer;51;Cans and bottles are packed in 6 8 12 or 24 each to a box or case,Relevant
MadeHow;Beer;52;Most states require a deposit at point of sale to encourage the return of the bottles and cans,Relevant
MadeHow;Beer;53;When beer is dispensed from the keg a pressure apparatus called a tapper is used to apply a light pressure of carbon dioxide (usually 26 PSI) to the tapper head for dispensing,Relevant
MadeHow;Bell;1;The craft of casting bells has remained essentially the same since the 12th century,Irrelevant
MadeHow;Bell;2;BellThe one singular innovation was the invention of the tuning machine in the 19th century,Irrelevant
MadeHow;Bell;3;Prior to that time the proper tone was achieved by chipping the sides of the bell with a hammer and chisel,Irrelevant
MadeHow;Bell;4;This procedure carried a high risk of damaging the bell,Irrelevant
MadeHow;Bell;5;The tuning machine which is essentially a vertical lathe has reduced that risk,Irrelevant
MadeHow;Bell;6;Electronic tuning machines have increased the bell founders ability to test the accuracy of the bells tone,Irrelevant
MadeHow;Bell;7;All in all however creating a bell is still very much a handson process,Irrelevant
MadeHow;Bell;8;Using the specifications submitted by the purchaser the bellmaker determines the shape that the bell will need to take in order to resonate with the proper number of vibrations,Irrelevant
MadeHow;Bell;9;After estimating the required weight the bellmaker orders the metal,Relevant
MadeHow;Bell;10;These are painstaking measurements that can take several weeks of calculations to accomplish,Irrelevant
MadeHow;Bell;11;The bellmaker cuts out two wooden templates called strickle boards,Relevant
MadeHow;Bell;12;One of the boards matches the dimensions of the outer bell (called the case or cope) the other matches that of the inner bell (called the core),Relevant
MadeHow;Bell;13;These templates are used to construct the mold,Relevant
MadeHow;Bell;14;An exact stone model of the outer bell sometimes called a false bell is covered first with sand or loam then with molten wax,Irrelevant
MadeHow;Bell;15;Figures and inscriptions also made of wax are applied by hand,Relevant
MadeHow;Bell;16;The false bell is Bellpainted over with three coats of very fine fireproof clay,Irrelevant
MadeHow;Bell;17;It is then enclosed in a steel mantle that has been lowered by rope pulleys,Relevant
MadeHow;Bell;18;The space between the false bell and the mantle is filled with cement,Relevant
MadeHow;Bell;19;After the cement has hardened the mantle is lifted off the cement mold,Relevant
MadeHow;Bell;20;The false bell under the mold is chipped away,Relevant
MadeHow;Bell;21;Any remaining scraps of the false bell are removed with a blow torch,Relevant
MadeHow;Bell;22;The mold is then set over a coke fire to melt the remaining wax and to evaporate any water that has accumulated,Relevant
MadeHow;Bell;23;A model of the inner bell is constructed of stone and coated with fireproof cement,Relevant
MadeHow;Bell;24;It is then smoothed to remove any irregularities,Relevant
MadeHow;Bell;25;After the mantle has been cleaned it is again lowered over the outer bell model,Relevant
MadeHow;Bell;26;The mantle and the outer bell mold are then lowered over the inner mold,Relevant
MadeHow;Bell;27;The outer and inner sections are clamped together leaving a space between them and set into a pit,Relevant
MadeHow;Bell;28;Ingots of bronze are melted in oil burners and heated to a temperature of approximately 1150°F (1100°C),Relevant
MadeHow;Bell;29;The molten metal is skimmed to remove impurities and then poured into drums,Relevant
MadeHow;Bell;30;The drums are carried to the pit and carefully tipped so that the hot metal flows into the space between the two molds,Relevant
MadeHow;Bell;31;Holes in the top of the mantle allow gases to escape,Irrelevant
MadeHow;Bell;32;If the gases remained in the metal the bell would be too porous and easily cracked,Irrelevant
MadeHow;Bell;33;The bell is allowed to cool for several days,Relevant
MadeHow;Bell;34;Large bells can take as much as a week to cool completely,Irrelevant
MadeHow;Bell;35;Small bells usually classified as those under 500 pounds (227 kg) can be removed from the molding pit the next day,Irrelevant
MadeHow;Bell;36;The bell is cast with slightly thicker sides so that the bell can be ground as it twirls slowly upside down on a circular lathe to acquire the precise tone,Relevant
MadeHow;Bell;37;The bell tuner is highly skilled it takes years of experience to know just how much metal to remove,Relevant
MadeHow;Bell;38;The bell tone is tested frequently during the tuning process using an electronic device that registers the vibrations as the bell is struck,Relevant
MadeHow;Bell;39;If the tone is too low the lathe operator grinds more metal off the lower edge of the bell,Relevant
MadeHow;Bell;40;If the tone is too high the bell is thinned with a file,Relevant
MadeHow;Bell;41;The clapper is manufactured in much the same manner as the bell itself,Relevant
MadeHow;Bell;42;Special care is given to cast the clapper at the proper weight,Relevant
MadeHow;Bell;43;A clapper that is too lightweight will not bring out the true tones of the bell,Irrelevant
MadeHow;Bell;44;A heavy clapper might cause the bell to crack,Irrelevant
MadeHow;Bell;45;Holes are drilled into the top of the bell,Relevant
MadeHow;Bell;46;Using mounting bolts and supports the clapper is fastened to the bell,Relevant
MadeHow;Bicycle;1;Seamless frame tubes are constructed from solid blocks of steel that are pierced and drawn into tubes through several stages,Relevant
MadeHow;Bicycle;2;These are usually superior to seamed tubes which are made by drawing flat steel strip stock wrapping it into a tube and welding it together along the length of the tube,Irrelevant
MadeHow;Bicycle;3;Seamless tubes may then be further manipulated to increase their strength and decrease their weight by butting or altering the thickness of the tube walls,Irrelevant
MadeHow;Bicycle;4;Butting involves increasing the thickness of the walls at the joints or ends of the tube where the most stress is delivered and thinning the walls at the center of the tube where there is relatively little stress,Relevant
MadeHow;Bicycle;5;Butted tubing also improves the resiliency of the frame,Irrelevant
MadeHow;Bicycle;6;Butted tubes may be singlebutted with one end thicker doublebutted with both ends thicker than the center triplebutted with different thicknesses at either end and quadbutted similar to a triple but with the center thinning towards the middle,Irrelevant
MadeHow;Bicycle;7;Constant thickness tubes however are also appropriate for certain bikes,Irrelevant
MadeHow;Bicycle;8;The tubes are assembled into a frame by handbrazing or welding by machine the former being a more laborintensive process and therefore more expensive,Relevant
MadeHow;Bicycle;9;Composites may be joined with strong glue or plastic binders,Irrelevant
MadeHow;Bicycle;10;The components are generally manufactured by machine and may be attached to the frame by hand or machine,Irrelevant
MadeHow;Bicycle;11;Final adjustments are made by skilled bicycle builders,Irrelevant
MadeHow;Bicycle;12;The metal is annealed or softened by heating and hollowed out to form hollows or blooms,Relevant
MadeHow;Bicycle;13;These are heated again pickled in acid to remove scale and lubricated,Relevant
MadeHow;Bicycle;14;The hollows are measured cut and precision mitered to the appropriate dimensions,Relevant
MadeHow;Bicycle;15;Frame sizes for adult bicycles generally run from 1925 inches (4863 cm) from the top of the seat post tube to the middle of the crank hanger,Irrelevant
MadeHow;Bicycle;16;Next the hollows are fitted over a mandrel or rod attached to a draw bench,Relevant
MadeHow;Bicycle;17;To achieve the right gauge the hollows pass through dies which stretch them into thinner and longer tubes a process called cold drawing,Relevant
MadeHow;Bicycle;18;The tubes may be shaped and tapered into a variety of designs and lengths,Irrelevant
MadeHow;Bicycle;19;The tapergauge fork blades may have to pass through more than a dozen operations to achieve the correct strength weight and resilience,Irrelevant
MadeHow;Bicycle;20;Tubes can be joined into a frame either by hand or machine,Irrelevant
MadeHow;Bicycle;21;Frames may be brazed welded or glued with or without lugs which are the metal sleeves joining two or more tubes at a joint,Relevant
MadeHow;Bicycle;22;Brazing is essentially welding at a temperature of about 1600°F (871°C) or lower,Relevant
MadeHow;Bicycle;23;Gas burners are arranged evenly around the lugs which are heated forming a white flux that melts and cleans the surface preparing it for brazing,Irrelevant
MadeHow;Bicycle;24;The brazing filler is generally brass (copperzinc alloy) or silver which melt at lower temperatures than the tubes being joined,Relevant
MadeHow;Bicycle;25;The filler is applied and as it melts it flows around the joint sealing it,Relevant
MadeHow;Bicycle;26;The assembled frames are placed into jigs and checked for proper alignment,Relevant
MadeHow;Bicycle;27;Adjustments are made while the frame is still hot and malleable,Relevant
MadeHow;Bicycle;28;The excess flux and brazing metals are cleaned off by pickling in acid solutions and by washing and grinding the brazing until it is smooth,Relevant
MadeHow;Bicycle;29;After the metals have cooled further precision alignments are made,Relevant
MadeHow;Bicycle;30;The frames are painted not only to create a more finished appearance but also to protect the frame,Relevant
MadeHow;Bicycle;31;The frame is first primed with an undercoat and then painted with a colored enamel,Relevant
MadeHow;Bicycle;32;Paint may be applied by handspraying or by passing the frames through automatic electrostatic spraying rooms,Irrelevant
MadeHow;Bicycle;33;The negatively charged frames attract the positively charged paint spray as the frames rotate for full coverage,Irrelevant
MadeHow;Bicycle;34;Finally transfers and lacquer are applied to the frame,Relevant
MadeHow;Bicycle;35;Chrome plating may also be used instead of paint on components such as the fork blades,Relevant
MadeHow;Bleach;1;The manufacture of sodium hypochlorite bleach requires several steps,Irrelevant
MadeHow;Bleach;2;All the steps can be carried out at one large manufacturing facility or the chlorine and caustic soda can be shipped from different plants to the reactor site,Irrelevant
MadeHow;Bleach;3;Both chlorine and caustic soda are hazardous chemicals and are transported according to strict regulations,Relevant
MadeHow;Bleach;4;Caustic soda is usually produced and shipped as a concentrated 50 solution,Irrelevant
MadeHow;Bleach;5;At its destination this concentrated solution is diluted with water to form a new 25 solution,Relevant
MadeHow;Bleach;6;Heat is created when the water dilutes the strong caustic soda solution,Relevant
MadeHow;Bleach;7;The diluted caustic soda is cooled before it is reacted,Relevant
MadeHow;Bleach;8;Chlorine and the caustic soda solution are reacted to form sodium hypochlorite bleach,Relevant
MadeHow;Bleach;9;This reaction can take place in a batch of about 14000 gallons or in a continuous reactor,Irrelevant
MadeHow;Bleach;10;To create sodium hypochlorite liquid or gaseous chlorine is circulated through the caustic soda solution,Irrelevant
MadeHow;Bleach;11;The reaction of chlorine and caustic soda is essentially instantaneous,Irrelevant
MadeHow;Bleach;12;The bleach solution is then cooled to help prevent decomposition,Relevant
MadeHow;Bleach;13;Often this cooled bleach is settled or filtered to remove impurities that can discolor the bleach or catalyze its decomposition,Relevant
MadeHow;Bleach;14;The finished sodium hypochlorite bleach is shipped to a bottling plant or bottled onsite,Relevant
MadeHow;Bleach;15;Householdstrength bleach is typically 525 sodium hypochlorite in an aqueous solution,Relevant
MadeHow;Bread;1;The sifted flour is poured into an industrial mixer,Relevant
MadeHow;Bread;2;Temperaturecontrolled water Breadis piped into the mixer,Irrelevant
MadeHow;Bread;3;This mixture is called gluten and gives bread its elasticity,Irrelevant
MadeHow;Bread;4;A premeasured amount of yeast is added,Relevant
MadeHow;Bread;5;Yeast is actually a tiny organism which feeds off the sugars in the grain and emits carbon dioxide,Irrelevant
MadeHow;Bread;6;The growth of the yeast produces gas bubbles which leaven the bread,Relevant
MadeHow;Bread;7;Depending on the type of bread to be made other ingredients are also poured into the mixer,Relevant
MadeHow;Bread;8;Modern mixers can process up to 2000 pounds (908 kg) of dough per minute,Irrelevant
MadeHow;Bread;9;The mixer is essentially an enclosed drum that rotates at speeds between 35 to 75 revolutions per minute,Irrelevant
MadeHow;Bread;10;Inside the drum mechanical arms knead the dough to the desired consistency in a matter of seconds,Irrelevant
MadeHow;Bread;11;Although modern bread production is highly computerized the ability of the mixing staff to judge the elasticity and appearance of the dough is critical,Irrelevant
MadeHow;Bread;12;Experienced personnel will be able to determine the consistency by the sound of the dough as it rolls around the mixer,Irrelevant
MadeHow;Bread;13;The mixing process takes about 12 minutes,Irrelevant
MadeHow;Bread;14;Three methods are used to ferment the dough,Irrelevant
MadeHow;Bread;15;In some plants the highspeed machinery is designed to manipulate the dough at extreme speeds and with great force which forces the yeast cells to rapidly multiply,Irrelevant
MadeHow;Bread;16;Fermentation can also be induced by the addition of chemical additives such as 1cysteine (a naturally occurring amino acid) and vitamin C,Irrelevant
MadeHow;Bread;17;Some breads are allowed to ferment naturally,Irrelevant
MadeHow;Bread;18;In this instance the dough is placed in covered metal bowls and stored in a temperaturecontrolled room until it rises,Relevant
MadeHow;Bread;19;After the dough has fermented it is loaded into a divider with rotating blades that cut the dough into predetermined weights,Relevant
MadeHow;Bread;20;A conveyer belt then moves the pieces of dough to a molding machine,Relevant
MadeHow;Bread;21;The molding machine shapes the dough into balls and drops them onto a layered conveyer belt that is enclosed in a warm humid cabinet called a prover,Relevant
MadeHow;Bread;22;The dough moves slowly through the prover so that it may rest and so that the gas reproduction may progress,Irrelevant
MadeHow;Bread;23;When the dough emerges from the prover it is conveyed to a second molding machine which reshapes the dough into loaves and drops them into pans,Relevant
MadeHow;Bread;24;The pans travel to another prover that is set at a high temperature and with a high level of humidity,Relevant
MadeHow;Bread;25;Here the dough regains the elasticity lost during fermentation and the resting period,Relevant
MadeHow;Bread;26;From the prover the pans enter a tunnel oven,Relevant
MadeHow;Bread;27;The temperature and speed are carefully calculated so that when the loaves emerge from the tunnel they are completely baked and partially cooled,Relevant
MadeHow;Bread;28;While inside the tunnel the loaves are mechanically dumped from the pans onto shelves,Relevant
MadeHow;Bread;29;The baking and cooling process lasts approximately 30 minutes,Irrelevant
MadeHow;Bread;30;The bread continues to cool as it moves from the oven to the slicing machine,Relevant
MadeHow;Bread;31;Here vertical serrated blades move up and down at great speeds slicing the bread into consistently sized pieces,Relevant
MadeHow;Bread;32;Metal plates hold the slices together while picking up each loaf and passing it to the wrapping machine,Relevant
MadeHow;Bread;33;Preprinted plastic bags are mechanically slipped over each loaf,Relevant
MadeHow;Bread;34;At some bakeries workers close the bags with wire twists,Relevant
MadeHow;Bread;35;Other plants seal the bags with heat,Relevant
MadeHow;Bungee Cord;1;Some bungee jumping companies design and manufacture their own cord,Relevant
MadeHow;Bungee Cord;2;In general this is a proprietary process which they keep secret,Irrelevant
MadeHow;Bungee Cord;3;The following describes a typical Bungee Cordprocess by which commercial or milspec bungee cords are manufactured,Irrelevant
MadeHow;Bungee Cord;4;Natural or synthetic rubber is prepared and extruded into long ribbons of rubber,Relevant
MadeHow;Bungee Cord;5;These ribbons are approximately 009 inch to 012 inch (024032 cm) thick 025 inch (064 cm) wide and up to 100 feet (30 m) long,Irrelevant
MadeHow;Bungee Cord;6;The extruder consists of a heated cylinder into which the rubber is placed,Relevant
MadeHow;Bungee Cord;7;One end of the cylinder moves under pressure to force the rubber out through a small hole in the other end,Relevant
MadeHow;Bungee Cord;8;The hole or die is in the shape of the desired ribbon crosssection,Relevant
MadeHow;Bungee Cord;9;When the rubber ribbons have cooled they are coiled and shipped to the bungee cord manufacturer,Relevant
MadeHow;Bungee Cord;10;The number of ribbons or strands in a bungee cord determines the diameter of the cord and the overall tensile strength rating,Irrelevant
MadeHow;Bungee Cord;11;The appropriate number of rubber strands are partially unwound from their coils,Irrelevant
MadeHow;Bungee Cord;12;To prevent the individual strands from sticking to each other in hot weather they are coated with finely powdered talc or soapstone,Relevant
MadeHow;Bungee Cord;13;This is done continuously as the strands are being unwound from the coils during the braiding process (steps 3 and 4 below),Relevant
MadeHow;Bungee Cord;14;The free ends of the rubber strands are brought together and manually fed through a machine called the braider,Relevant
MadeHow;Bungee Cord;15;At the input end of the braider they pass through a roller or other device which gently squeezes them into a bundle,Relevant
MadeHow;Bungee Cord;16;At the other end another roller or a takeup reel pulls the strands through the machine,Relevant
MadeHow;Bungee Cord;17;By adjusting the pressures and speeds of the input and output devices the rubber strands are placed under tension and slightly stretched while they pass through the machine,Relevant
MadeHow;Bungee Cord;18;This reduces the diameter of the bundle of rubber strands to allow the fabric covering to be wound tightly,Irrelevant
MadeHow;Bungee Cord;19;The braider weaves the covering yarn around the stretched rubber bundle as it passes through the machine,Relevant
MadeHow;Bungee Cord;20;The yarn must be woven in a tight enough pattern to prevent dirt from entering gaps between the yarn threads when the cord is fully extended,Relevant
MadeHow;Bungee Cord;21;If two or more layers of covering are required they are woven one after the other,Irrelevant
MadeHow;Bungee Cord;22;The outer covering yarn may be colored and woven in a pattern for age dating or decorative purposes,Relevant
MadeHow;Bungee Cord;23;(See Quality Control),Irrelevant
MadeHow;Bungee Cord;24;The finished bungee cord is cut to length coiled and placed in cardboard boxes for shipping,Relevant
MadeHow;Bungee Cord;25;Some cords are first placed in dark plastic bags as further protection against ultraviolet radiation during handling and storage,Relevant
MadeHow;Bungee Cord;26;The end fittings may be attached by someone other than the bungee cord manufacturer,Relevant
MadeHow;Bungee Cord;27;In the case of commercial bungee cord used as luggage and equipment tie downs another manufacturer or distributor cuts the bungee cord into the required lengths doubles each end over and tightly coils a stiff wire around the ends with a wire coiler machine,Relevant
MadeHow;Bungee Cord;28;The other end of this wire is usually bent into a jshaped hook to allow the ends to be secured,Irrelevant
MadeHow;Bungee Cord;29;Bungee cord used for bungee jumping may have the ends bent around a nonmetallic eye and wrapped with a strong waxed string called whipping that is wound tightly while the cord is stretched,Relevant
MadeHow;Bungee Cord;30;Other end fittings may involve sewing the cord to fabric webbing,Irrelevant
MadeHow;Business Jet;1;The fuselage group is the first main assembly to be produced,Irrelevant
MadeHow;Business Jet;2;The fuselage group consists of the nose structure assembly forward cabin structure assembly aft cabin structure assembly and the tailcone assembly,Irrelevant
MadeHow;Business Jet;3;The aircraft is essentially assembled from the back forward,Irrelevant
MadeHow;Business Jet;4;The first part of the fuselage to be assembled is the aft cabin barrel assembly (see illustration marked Position 4 Setback 0),Relevant
MadeHow;Business Jet;5;The cabin barrel is assembled in the vertical direction in a floor assembly jig,Relevant
MadeHow;Business Jet;6;The cabin barrel jig incorporates all the frame assemblies skins and supporting structures necessary to complete the aft cabin barrel assembly,Irrelevant
MadeHow;Business Jet;7;Details and subassemblies are provided with tooling holes and locators set to contour templates which define the aircrafts loft or contour,Relevant
MadeHow;Business Jet;8;Next an aft cabin intermediate jig is used to assemble three primary components the aft cabin barrel the aft pressure bulkhead (which serves as the boundary of the pressurized section of the fuselage) and the wing attach fittings,Relevant
MadeHow;Business Jet;9;The nose and forward cabin structures are assembled next (see Position 3 Setback 1),Irrelevant
MadeHow;Business Jet;10;The nose section jig assembles the forward frame wheelwell assembly skin assemblies and supporting structures,Relevant
MadeHow;Business Jet;11;The forward cabin buildup jig assembles the windshield frame cabin door frame forward pressure bulkhead supporting structure and skins,Relevant
MadeHow;Business Jet;12;The forward and aft cabin sections are now mated using a cabin mate jig,Relevant
MadeHow;Business Jet;13;Both cabin sections are located in the jig through the use of tooling holes which coordinate both the forward and aft pressure bulkheads (see Position 3 Setback 0),Relevant
MadeHow;Business Jet;14;While the cabin sections are being built the upper and lower tailcone sections Business Jetare also being assembled,Relevant
MadeHow;Business Jet;15;The tailcone mate jig is used to connect and align the upper and lower tailcone subassemblies (see Position 2 Setback 2 and Position 2 Setback 1),Relevant
MadeHow;Business Jet;16;The three primary fuselage sections nose forward and aft cabin assemnbly and tailcone are located and assembled using a fuselage mate jig,Relevant
MadeHow;Business Jet;17;The forward and aft cabin sections are loaded into the jig first followed by the nose and tailcone sections,Relevant
MadeHow;Business Jet;18;Engine mount brackets forward and aft are now installed onto the structural engine beams which extend out from the fuselage,Relevant
MadeHow;Business Jet;19;Mounting holes are also aligned,Relevant
MadeHow;Business Jet;20;These will be used to attach the vertical stabilizer to the tailcone and the aft canted bulkhead (the aft canted bulkhead caps off the end of the tailcone section),Irrelevant
MadeHow;Business Jet;21;(See Position 2 Setback 0),Irrelevant
MadeHow;Business Jet;22;The empennage or tail assembly is the next section to be assembled,Irrelevant
MadeHow;Business Jet;23;It consists of the vertical fin rudder horizontal stabilizer and elevators,Relevant
MadeHow;Business Jet;24;The rudder is the primary control surface for yaw or side to side movement usually used to turn the aircraft,Relevant
MadeHow;Business Jet;25;Two elevators are mounted on the trailing edge of the horizontal stabilizer and are used to control the pitch or up and down motion of the aircraft,Relevant
MadeHow;Business Jet;26;The horizontal stabilizer frame buildup jig is used to assemble the leading edge and spar assemblies along with the vertical attach fittings stringers (aluminum extrusions which are used to provide structural support for sheet metal skins) skins and supporting structures (see Position 1 Setback 2),Relevant
MadeHow;Business Jet;27;Elevator frame buildup trim tab assembly and skinning jigs are used to assemble the right and left hand elevators,Relevant
MadeHow;Business Jet;28;The trim tabs are movable control surfaces attached on the trailing edge of the elevators used to hold the aircraft in level flight during cruise conditions (somewhat analogous to cruise control in a car),Relevant
MadeHow;Business Jet;29;After the elevator frame and trim tabs are constructed the skinning jig is then used to assemble the frame and trim tab assemblies along with the tip leading and trailing edge skins,Relevant
MadeHow;Business Jet;30;The vertical fin buildup jig is used to assemble the leading edge spar and bonded skin assemblies along with the horizontal attach side plates and the supporting structure required to complete the vertical fin section,Relevant
MadeHow;Business Jet;31;The fastener locations in the tailcone are established by the airframe alignment jig to ensure the vertical fins relationship to the wing and engine attach points,Relevant
MadeHow;Business Jet;32;Rudder frame buildup trim tab assembly and skinning jigs are utilized in assembling the rudder assembly,Relevant
MadeHow;Business Jet;33;After the rudder frame and trim tab is completed the skinning jig is then used to assemble the frame and trim tab assemblies along with the leading and trailing edge skins,Relevant
MadeHow;Business Jet;34;The empennage section of the aircraft is completed after the elevators horizontal stabilizer vertical stabilizer and rudder are assembled (the rudder is usually installed last along with the flight control systems),Relevant
MadeHow;Business Jet;35;(See Position 1 Setback 1),Irrelevant
MadeHow;Business Jet;36;The empennage section is then mated to the aircraft tailcone section (see Position 1 Setback 0),Relevant
MadeHow;Business Jet;37;The wing assembly is next and typically consists of the center wing section outboard wing sections and aileron and flap assemblies,Relevant
MadeHow;Business Jet;38;The ailerons are movable control surfaces usually hinged to the outer wing which help provide control in roll about the longitudinal axis of the plane,Relevant
MadeHow;Business Jet;39;The flaps are movable control surfaces mounted inboard on the wing which are able to hinge downward,Relevant
MadeHow;Business Jet;40;These increase lowspeed lift and add drag allowing the aircraft to make steep approach landings without gaining excess airspeed,Relevant
MadeHow;Business Jet;41;Aileron frame buildup and skin and rivet jigs are used to assemble the left and right hand aileron assemblies,Relevant
MadeHow;Business Jet;42;After the aileron frame is completed the skin and rivet jig is used to load the aileron frame skin and doublers (used for extra strength) then rivet the assembly complete,Relevant
MadeHow;Business Jet;43;The aileron frame is located by pinning the hinge bearings and the inboard and outboard rib webs (the ribs are primary structural members running across the aileron),Relevant
MadeHow;Business Jet;44;The ailerons are usually installed last along with the flight control instruments and flaps,Relevant
MadeHow;Business Jet;45;Flap frame buildup and skin jigs are used in constructing the left and right hand flap assemblies,Relevant
MadeHow;Business Jet;46;The flap frame is completed first,Relevant
MadeHow;Business Jet;47;Then the flap skin jig assembles the bonded upper skin and trailing edge skin flap spar section leading edge assembly and end ribs and interconnect clevises,Relevant
MadeHow;Business Jet;48;The building of the outboard wing section involves the use of many different jigs for drilling riveting and buildup,Relevant
MadeHow;Business Jet;49;The main tool used is the outboard wing buildup jig which assembles the forward outboard wing assembly rear spar assembly trailing edge bonded skin assemblies and the supporting structure (see Position 1 Setback 3),Relevant
MadeHow;Business Jet;50;The construction of the center wing section also requires the use of many different buildup jigs,Irrelevant
MadeHow;Business Jet;51;The primary tool used here is the center wing buildup jig which assembles the center section subassembly wheelwell structure rib and skin assemblies and the supporting structure (see Position 1 Setback 2),Relevant
MadeHow;Business Jet;52;The wing assembly mate jig assembles both the left and right outboard wings with the center wing,Relevant
